-15.93675813,2.13431051
-29.15297922,1.17325668
36.18954863,34.35910918
37.49218733,36.83795516
-48.05882945,2.80896507
-8.94145794,2.12107248
15.30779289,14.71026831
-34.70626581,2.61418439
1.38915437,3.74017167
-44.38375985,3.73169131
7.01350208,7.62765885
22.76274892,22.75242830
-16.74653578,4.17020201
-14.57747075,4.06726280
34.51575866,31.87306758
-47.01007574,10.62365619
36.97511905,31.83602128
-40.68611002,4.95936972
-4.47201098,4.45159880
26.53363489,22.27631846
-42.79768310,-0.00004387
25.37409938,20.50380158
-31.10955398,3.85834476
27.31176864,19.36505292
-3.26386201,4.88376281
-1.81827649,11.09715885
-40.71966240,7.46170827
-50.01324365,1.47693464
-17.41177155,2.71916388
3.58819370,10.92690066
7.08548026,8.34871235
46.28236902,52.78192798
14.61228909,13.35733961
-33.31800399,3.31688953
-37.91216403,5.39768952
-51.20693795,0.13042984
-6.13259585,6.19259820
21.26118327,17.08848712
-40.31952949,0.79950805
-14.54153167,2.82479183
32.55976024,28.62123334
13.39343255,17.04639081
44.20988595,55.38437334
-1.14267768,4.07936733
-12.76686065,8.27039793
34.05450539,31.32355102
39.22350028,39.15906103
1.97449674,8.08727989
29.62175510,24.11134389
-23.66962971,2.47735480
-9.01180139,6.56606472
-55.94057091,6.03808880
-35.70859752,4.69273956
9.51020533,10.83004606
